repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
fenic,https://github.com/typedef-ai/fenic/pull/81,src/fenic/_inference/google/gemini_native_chat_completions_client.py,GeminiNativeChatCompletionsClient,estimate_tokens_for_request,1,noref_survived,8,675,48,22,4,0,0,0,0,0,0,0,1,2,0,1,4.754887502163469,0,2,4,0.0952380952380952,0,0,9.0,survived
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,autogpt_platform/backend/backend/blocks/test/test_llm.py,TestLLMStatsTracking,mock_create,1,noref_survived,23,969,87,0,2,0,0,0,0,1,0,0,1,4,0,2,12.0,1,2,6,0.04,0,0,7.666666666666667,survived
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,autogpt_platform/backend/backend/blocks/test/test_llm.py,TestLLMStatsTracking,test_ai_text_summarizer_multiple_chunks,1,noref_survived,39,2250,220,9,6,0,0,0,1,1,0,0,1,9,0,9,137.5488750216347,1,1,7,0.1186440677966101,0,0,9.428571428571429,survived
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,autogpt_platform/backend/backend/blocks/test/test_llm.py,TestLLMStatsTracking,test_llm_call_returns_token_counts,1,noref_survived,22,1227,159,9,6,0,0,0,1,1,0,0,0,7,0,5,25.26619429851844,1,1,9,0.0689655172413793,0,0,9.0,survived
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,autogpt_platform/backend/backend/blocks/test/test_llm.py,TestLLMStatsTracking,test_ai_conversation_block_tracks_stats,1,noref_survived,29,1521,184,6,6,0,0,0,1,1,0,0,1,6,0,6,38.03910001730775,1,1,4,0.0975609756097561,0,0,6.5,survived
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,autogpt_platform/backend/backend/blocks/test/test_smart_decision_maker.py,,test_smart_decision_maker_tracks_llm_stats,1,noref_survived,40,2189,221,8,7,0,0,0,1,1,0,0,0,11,0,8,70.32403072095333,2,0,6,0.109090909090909,0,0,8.75,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/os_environ_delete_in_test.py,OsEnvironDeleteInTest,check,1,noref_survived,5,361,66,8,1,0,0,0,0,1,0,0,1,1,0,3,27.0,1,2,3,0.0,0,0,6.666666666666667,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/invalid_abstract_method.py,InvalidAbstractMethod,check,1,noref_survived,4,233,36,0,1,0,0,0,0,0,0,0,1,0,0,2,4.754887502163469,0,2,2,0.0,0,0,6.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16482,dev/clint/src/clint/rules/incorrect_type_annotation.py,IncorrectTypeAnnotation,_message,1,noref_survived,6,301,29,0,1,0,0,0,0,0,1,0,1,0,0,2,0.0,1,1,3,0.0,0,0,8.0,survived
spy,https://github.com/spylang/spy/pull/134,spy/vm/list.py,,make_oparg_list,1,noref_survived,2,121,20,0,3,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,1,0.0,0,0,8.0,survived
ontology-access-kit,https://github.com/INCATools/ontology-access-kit/pull/831,tests/test_implementations/test_ols.py,TestOlsImplementation,test_definition,1,noref_survived,5,636,38,7,2,0,0,0,1,1,0,0,0,2,0,1,0.0,0,2,4,0.2727272727272727,0,0,9.666666666666666,survived
instructor,https://github.com/567-labs/instructor/pull/1717,tests/test_auto_client.py,,test_api_key_parameter_not_passed_when_none,1,noref_survived,12,846,77,9,8,0,0,0,1,1,0,0,0,5,0,2,4.754887502163469,2,0,6,0.1904761904761904,0,0,8.25,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancorrmatrix.py,TestNanCorrMatrix,test_large_matrix,1,noref_survived,10,550,121,0,3,0,0,0,1,1,0,0,0,4,0,3,83.39850002884624,0,1,10,0.1875,0,0,4.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancorrmatrix.py,TestNanCorrMatrix,test_single_observation,1,noref_survived,6,358,68,0,3,0,0,0,1,1,0,0,0,3,0,1,0.0,0,1,5,0.2222222222222222,0,0,5.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancorrmatrix.py,TestNanCorrMatrix,test_dtype_preservation,1,noref_survived,7,374,72,0,3,0,0,0,1,1,0,0,0,4,0,3,12.0,0,1,6,0.2,0,0,6.4,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancorrmatrix.py,TestNanCorrMatrix,test_simple_correlation_matrix,1,noref_survived,5,367,76,0,4,0,0,0,1,1,0,0,0,3,0,1,0.0,0,1,4,0.25,0,0,5.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/384,numbagg/test/test_nancovmatrix.py,TestNanCovMatrix,test_large_matrix,1,noref_survived,9,549,102,0,3,0,0,0,1,1,0,0,0,4,0,3,43.01955000865388,0,1,9,0.25,0,0,4.5,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/870,tests/server/middleware/test_middleware.py,TestNestedMiddlewareHooks,test_prompt,1,noref_survived,2,83,12,0,2,0,0,0,1,1,0,0,1,0,0,1,0.0,0,1,0,0.0,0,0,1.0,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/870,src/fastmcp/server/server.py,FastMCP,_apply_middleware,1,noref_survived,9,385,64,6,2,0,0,0,0,0,1,0,1,2,0,2,0.0,1,3,3,0.0,0,0,6.0,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/870,src/fastmcp/server/server.py,FastMCP,_middleware_list_prompts,1,ref_deleted_method,19,1068,126,13,3,0,0,0,0,0,1,0,1,3,0,1,0.0,2,1,6,0.064516129032258,0,0,8.0,deleted
fastmcp,https://github.com/jlowin/fastmcp/pull/870,tests/server/middleware/test_middleware.py,TestMiddlewareHooks,test_call_tool,1,noref_survived,10,599,102,0,3,0,0,0,1,1,0,0,0,0,0,6,0.0,1,3,7,0.0,0,0,11.333333333333334,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/870,tests/server/middleware/test_middleware.py,TestMiddlewareHooks,test_read_resource,1,noref_survived,10,609,92,0,3,0,0,0,1,1,0,0,0,0,0,6,0.0,1,3,7,0.0,0,0,11.333333333333334,survived
wvlet,https://github.com/wvlet/wvlet/pull/989,sdks/python/tests/test_compiler.py,,test_compile_function,1,noref_survived,7,361,39,5,3,0,0,0,1,1,0,0,0,1,0,4,15.509775004326936,1,0,3,0.1111111111111111,1,0,3.0,survived
wvlet,https://github.com/wvlet/wvlet/pull/989,sdks/python/tests/test_compiler.py,,test_compile_simple_query,1,noref_survived,13,732,67,6,4,0,0,0,1,1,0,0,0,3,0,7,41.51317942364757,1,0,6,0.2105263157894736,1,0,5.333333333333333,survived
Qcodes,https://github.com/microsoft/Qcodes/pull/7213,tests/dataset/test_export_datasets_and_create_metadata_db.py,,test_export_datasets_upgrade_flags,1,ref_survived,13,876,73,5,5,0,0,0,1,1,0,0,0,4,0,2,13.931568569324174,1,3,6,0.15,0,0,11.625,survived
Qcodes,https://github.com/microsoft/Qcodes/pull/7213,tests/dataset/test_export_datasets_and_create_metadata_db.py,,_simple_dataset,1,ref_survived,18,961,145,6,2,0,0,0,0,1,1,0,0,6,0,2,15.509775004326936,2,0,14,0.1379310344827586,0,0,4.666666666666667,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2564,tests/test_register_mesh_backoff.py,,test_register_mesh_fails,1,noref_survived,13,595,113,0,4,0,0,0,1,1,0,0,0,3,0,2,15.509775004326936,1,1,9,0.0,0,0,7.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/974,tests/test_root_config.py,,test_settings_repr_masks_secret,1,noref_survived,8,265,50,0,5,0,0,0,1,1,0,0,0,2,0,3,13.931568569324174,0,1,4,0.0,0,0,7.333333333333333,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/974,tests/test_root_config.py,,test_settings_loads_dotenv,1,noref_survived,10,431,72,0,4,0,0,0,1,1,0,0,0,2,0,3,27.0,0,2,5,0.0,0,0,7.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/167,alpha_factory_v1/tests/test_edge_runner_main.py,EdgeRunnerMainInvokesRun,test_main_happy_path,1,noref_survived,24,792,111,0,4,0,0,0,1,1,0,0,0,2,0,1,0.0,0,5,13,0.0,0,0,7.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1310,src/agents/self_improver_agent.py,SelfImproverAgent,run_cycle,1,noref_survived,29,1035,172,0,2,0,0,0,0,0,0,0,0,4,0,5,24.0,2,1,15,0.0,1,0,4.333333333333333,survived
plain,https://github.com/dropseed/plain/pull/36,plain/plain/http/response.py,ResponseBase,_cookie_key,1,noref_survived,2,86,13,0,2,0,0,0,0,0,1,0,1,0,0,1,4.754887502163469,0,1,1,0.0,0,0,1.0,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/pollinations.py,PollinationsAI,generate,1,noref_survived,47,2983,282,113,1,0,0,0,0,0,0,0,1,9,0,12,105.41561814669026,4,11,17,0.0384615384615384,1,0,7.764705882352941,survived
Webscout,https://github.com/OEvortex/Webscout/pull/61,webscout/Provider/TTI/aiarta.py,AIArtaImager,complete_path,1,noref_survived,3,216,35,0,2,0,0,0,0,0,0,0,1,1,0,2,53.77443751081735,0,0,1,0.0,0,0,11.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/99,tests/unit/test_telemetry_client.py,,test_send_http_error,1,noref_survived,12,521,95,0,4,0,0,0,1,1,0,0,0,7,0,1,0.0,2,0,9,0.0,0,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/99,src/meta_agent/services/telemetry_client.py,TelemetryAPIClient,__init__,1,noref_survived,15,487,80,0,1,0,0,0,0,0,0,1,0,4,0,2,2.0,1,4,4,0.0,0,0,7.5,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/99,src/meta_agent/services/telemetry_client.py,TelemetryAPIClient,detach_runner,1,noref_survived,5,321,40,8,2,0,0,0,0,0,0,0,0,1,0,2,0.0,1,2,3,0.0,0,0,6.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,tests/unit/test_telemetry_client.py,,test_send_http_error,1,noref_survived,12,521,95,0,4,0,0,0,1,1,0,0,0,7,0,1,0.0,2,0,9,0.0,0,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,tests/unit/test_telemetry_client.py,,test_send_http_error,1,noref_survived,12,521,95,0,4,0,0,0,1,1,0,0,0,7,0,1,0.0,2,0,9,0.0,0,0,4.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,src/meta_agent/services/telemetry_client.py,TelemetryAPIClient,send,1,noref_survived,15,710,114,8,1,0,0,0,0,0,0,0,1,2,0,3,15.509775004326936,3,3,5,0.0,0,0,4.4,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,src/meta_agent/services/telemetry_client.py,TelemetryAPIClient,send,1,noref_survived,15,710,114,8,1,0,0,0,0,0,0,0,1,2,0,3,15.509775004326936,3,3,5,0.0,0,0,4.4,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,src/meta_agent/services/llm_service.py,AiohttpPlaceholder.ClientSession,post,1,noref_survived,2,167,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,1,0.0,0,0,5.333333333333333,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,tests/unit/test_telemetry_client.py,,test_attach_runner,1,noref_survived,14,613,116,0,3,0,0,0,1,1,0,0,1,4,0,2,0.0,0,1,11,0.0555555555555555,0,0,7.8,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,tests/unit/test_telemetry_client.py,FakeRunner,run,1,noref_survived,4,129,27,0,1,0,0,0,0,1,0,0,1,1,0,1,0.0,0,3,1,0.0,0,0,4.25,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,src/meta_agent/services/llm_service.py,AiohttpPlaceholder.ClientSession,__init__,1,noref_survived,2,63,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0,3,0,0.0,0,0,2.333333333333333,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,src/meta_agent/services/llm_service.py,,load_dotenv,1,noref_survived,2,137,15,6,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,0,0.0,0,0,6.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/101,src/aiohttp/__init__.py,TCPConnector,__init__,1,noref_survived,2,47,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0,0,3,0,0.0,0,0,2.333333333333333,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/159,tests/ux/test_diagram_generator.py,,test_invalid_spec_error,1,noref_survived,4,231,25,4,4,0,0,0,1,1,0,0,0,1,0,1,0.0,1,0,3,0.0,0,0,9.0,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/160,src/meta_agent/ux/cli_output.py,CLIOutput,success,1,noref_survived,2,168,39,4,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,3,1,0.0,0,0,5.333333333333333,survived
meta-agent,https://github.com/DannyMac180/meta-agent/pull/160,src/meta_agent/ux/cli_output.py,CLIOutput,set_verbosity,1,noref_survived,2,135,18,5,2,0,1,0,0,0,0,0,0,1,0,1,0.0,0,2,0,0.0,0,0,6.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/211,tests/test_base_helpers.py,TestPromMetrics.Dummy,inc,1,noref_survived,2,48,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/211,tests/test_base_helpers.py,TestKafkaProducer.Stub,__init__,1,noref_survived,2,172,29,0,1,0,0,0,0,1,0,1,0,1,0,1,0.0,0,4,0,0.0,0,0,11.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/213,tests/test_agents_registry.py,TestVersionOverride.AgentV1,step,1,noref_survived,2,62,9,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0,4.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/215,tests/test_agents_integrity.py,TestAgentsIntegrity,test_agent_names_unique,1,noref_survived,3,123,28,0,4,0,0,0,1,1,0,0,0,1,0,1,0.0,0,1,5,0.0,0,0,4.5,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/228,alpha_factory_v1/demos/macro_sentinel/agent_macro_entrypoint.py,,_health,1,noref_survived,2,66,10,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0,0,1,0.0,0,0,0.0,survived
AGI-Alpha-Agent-v0,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/242,tests/test_muzero_planning.py,TestMiniMu,setUp,1,noref_survived,2,68,16,0,2,0,1,0,0,1,0,0,0,1,0,1,0.0,0,1,1,0.0,0,0,4.0,survived
